R,b,Fij
5.402010050251256,5.8793969849246235,0.17740933979855206
5.402010050251256,6.105527638190955,0.17907632792165043
5.402010050251256,6.331658291457287,0.18071224264944735
5.402010050251256,6.557788944723618,0.18231679194962583
5.402010050251256,6.78391959798995,0.18388974116251436
5.402010050251256,7.010050251256281,0.1854309109248693
5.402010050251256,7.236180904522613,0.1869401749623351
5.402010050251256,7.462311557788945,0.1884174577730708
5.402010050251256,7.688442211055277,0.1898627322232537
5.402010050251256,7.914572864321609,0.19127601707574585
5.402010050251256,8.14070351758794,0.19265737447049394
5.402010050251256,8.366834170854272,0.19400690737550724
5.402010050251256,8.592964824120603,0.1953247570250183
5.402010050251256,8.819095477386934,0.19661110036034005
5.402010050251256,9.045226130653267,0.19786614748812023
5.402010050251256,9.271356783919598,0.1990901391683896
5.402010050251256,9.49748743718593,0.20028334434419973
5.402010050251256,9.72361809045226,0.201446057723014
5.402010050251256,9.949748743718594,0.20257859741873258
5.402010050251256,10.175879396984925,0.2036813026618985
5.402010050251256,10.402010050251256,0.20475453158465898
5.402010050251256,10.628140703517587,0.20579865908554743
5.402010050251256,10.85427135678392,0.2068140747786489
5.402010050251256,11.080402010050252,0.20780118102995293
5.402010050251256,11.306532663316583,0.2087603910837275
5.402010050251256,11.532663316582916,0.20969212727969735
5.402010050251256,11.758793969849247,0.2105968193624745
5.402010050251256,11.984924623115578,0.2114749028828982
5.402010050251256,12.21105527638191,0.21232681769041548
5.402010050251256,12.437185929648242,0.21315300651610652
5.402010050251256,12.663316582914574,0.2139539136439732
5.402010050251256,12.889447236180905,0.21472998366912327
5.402010050251256,13.115577889447236,0.21548166034008961
5.402010050251256,13.341708542713569,0.2162093854827921
5.402010050251256,13.5678391959799,0.21691359800330096
5.402010050251256,13.793969849246231,0.21759473296628473
5.402010050251256,14.020100502512562,0.21825322074600192
5.402010050251256,14.246231155778895,0.21888948624640953
5.402010050251256,14.472361809045227,0.21950394818709168
5.402010050251256,14.698492462311558,0.2200970184516876
5.402010050251256,14.92462311557789,0.2206691014951921
5.402010050251256,15.150753768844222,0.22122059380691927
5.402010050251256,15.376884422110553,0.2217518834256366
5.402010050251256,15.603015075376884,0.22226334950348742
5.402010050251256,15.829145728643217,0.22275536191593223
5.402010050251256,16.055276381909547,0.2232282809137344
5.402010050251256,16.28140703517588,0.22368245681477006
5.402010050251256,16.507537688442213,0.22411822973219836
5.402010050251256,16.733668341708544,0.22453592933627026
