h,k,d,F
17.34693877551021,41.83673469387756,45,1.2298089904521348e-06
17.34693877551021,41.83673469387756,50,1.154727939838941e-06
17.34693877551021,41.83673469387756,55,1.0827486621908617e-06
17.34693877551021,41.83673469387756,60,1.0144167531387991e-06
17.34693877551021,41.83673469387756,65,9.500034820950431e-07
17.34693877551021,41.83673469387756,70,8.895992507708498e-07
17.34693877551021,41.83673469387756,75,8.331740950285476e-07
17.34693877551021,41.83673469387756,80,7.806184265170333e-07
19.387755102040813,41.83673469387756,10,1.5464850232198719e-06
19.387755102040813,41.83673469387756,15,1.5936945380367887e-06
19.387755102040813,41.83673469387756,20,1.5692746688342525e-06
19.387755102040813,41.83673469387756,25,1.5138530708219523e-06
19.387755102040813,41.83673469387756,30,1.4440653995700022e-06
19.387755102040813,41.83673469387756,35,1.368207400582304e-06
19.387755102040813,41.83673469387756,40,1.2907764114905596e-06
19.387755102040813,41.83673469387756,45,1.2143074401838843e-06
19.387755102040813,41.83673469387756,50,1.140252881668079e-06
19.387755102040813,41.83673469387756,55,1.0694385067755732e-06
19.387755102040813,41.83673469387756,60,1.0023109819856254e-06
19.387755102040813,41.83673469387756,65,9.39078127580818e-07
19.387755102040813,41.83673469387756,70,8.797924333672734e-07
19.387755102040813,41.83673469387756,75,8.244035784779276e-07
19.387755102040813,41.83673469387756,80,7.727932332257543e-07
21.42857142857143,41.83673469387756,10,1.5409836281331841e-06
21.42857142857143,41.83673469387756,15,1.5834890126655336e-06
21.42857142857143,41.83673469387756,20,1.5549984493129678e-06
21.42857142857143,41.83673469387756,25,1.4968046664249331e-06
21.42857142857143,41.83673469387756,30,1.4255963830989416e-06
21.42857142857143,41.83673469387756,35,1.3494208297151578e-06
21.42857142857143,41.83673469387756,40,1.2724536077241152e-06
21.42857142857143,41.83673469387756,45,1.196943029077324e-06
21.42857142857143,41.83673469387756,50,1.124122088154406e-06
21.42857142857143,41.83673469387756,55,1.054662517084453e-06
21.42857142857143,41.83673469387756,60,9.889093743170488e-07
21.42857142857143,41.83673469387756,65,9.27007327542442e-07
21.42857142857143,41.83673469387756,70,8.689724771911072e-07
21.42857142857143,41.83673469387756,75,8.147360503925437e-07
21.42857142857143,41.83673469387756,80,7.641728871091503e-07
23.469387755102048,41.83673469387756,10,1.5341994500818702e-06
23.469387755102048,41.83673469387756,15,1.5711582348198597e-06
23.469387755102048,41.83673469387756,20,1.538110047618071e-06
23.469387755102048,41.83673469387756,25,1.4770186093247578e-06
23.469387755102048,41.83673469387756,30,1.404500882993988e-06
23.469387755102048,41.83673469387756,35,1.3282331699492808e-06
23.469387755102048,41.83673469387756,40,1.2519901851355362e-06
23.469387755102048,41.83673469387756,45,1.1776927245332736e-06
23.469387755102048,41.83673469387756,50,1.106337327812297e-06
23.469387755102048,41.83673469387756,55,1.0384369325578699e-06
23.469387755102048,41.83673469387756,60,9.74235742708962e-07
23.469387755102048,41.83673469387756,65,9.138180625681645e-07
23.469387755102048,41.83673469387756,70,8.57166837330611e-07
23.469387755102048,41.83673469387756,75,8.04197880931434e-07
23.469387755102048,41.83673469387756,80,7.547818447905955e-07
25.51020408163265,41.83673469387756,10,1.5257895401509756e-06
25.51020408163265,41.83673469387756,15,1.5562446563055845e-06
25.51020408163265,41.83673469387756,20,1.518182942654511e-06
25.51020408163265,41.83673469387756,25,1.4541735331958728e-06
25.51020408163265,41.83673469387756,30,1.380570237945503e-06
25.51020408163265,41.83673469387756,35,1.3045263402668478e-06
25.51020408163265,41.83673469387756,40,1.2293314143121162e-06
25.51020408163265,41.83673469387756,45,1.1565424415581896e-06
25.51020408163265,41.83673469387756,50,1.0869088024790482e-06
25.51020408163265,41.83673469387756,55,1.0207853048555036e-06
25.51020408163265,41.83673469387756,60,9.583200111270764e-07
25.51020408163265,41.83673469387756,65,8.995423462495133e-07
25.51020408163265,41.83673469387756,70,8.444070997552829e-07
25.51020408163265,41.83673469387756,75,7.928188391123677e-07
25.51020408163265,41.83673469387756,80,7.446473741832307e-07
27.551020408163268,41.83673469387756,10,1.5152879230045734e-06
27.551020408163268,41.83673469387756,15,1.5381682216476663e-06
27.551020408163268,41.83673469387756,20,1.4947149626540125e-06
27.551020408163268,41.83673469387756,25,1.427917870302913e-06
27.551020408163268,41.83673469387756,30,1.3535929071487543e-06
27.551020408163268,41.83673469387756,35,1.2781914815370943e-06
27.551020408163268,41.83673469387756,40,1.2044352741011776e-06
27.551020408163268,41.83673469387756,45,1.1334904117671729e-06
27.551020408163268,41.83673469387756,50,1.0658572904060398e-06
27.551020408163268,41.83673469387756,55,1.0017398093588463e-06
27.551020408163268,41.83673469387756,60,9.411989878649447e-07
27.551020408163268,41.83673469387756,65,8.842176588188632e-07
27.551020408163268,41.83673469387756,70,8.307292056268963e-07
27.551020408163268,41.83673469387756,75,7.806321907513076e-07
27.551020408163268,41.83673469387756,80,7.337995782984532e-07
29.591836734693885,41.83673469387756,10,1.5020546166673223e-06
29.591836734693885,41.83673469387756,15,1.516196569342481e-06
29.591836734693885,41.83673469387756,20,1.467125412466872e-06
29.591836734693885,41.83673469387756,25,1.3978791523411908e-06
29.591836734693885,41.83673469387756,30,1.3233652150509482e-06
29.591836734693885,41.83673469387756,35,1.2491373398977468e-06
29.591836734693885,41.83673469387756,40,1.1772780999133162e-06
29.591836734693885,41.83673469387756,45,1.108550727181566e-06
29.591836734693885,41.83673469387756,50,1.0432162786470112e-06
29.591836734693885,41.83673469387756,55,9.813424864197976e-07
29.591836734693885,41.83673469387756,60,9.229170605936877e-07
29.591836734693885,41.83673469387756,65,8.678873132526584e-07
29.591836734693885,41.83673469387756,70,8.161736223198986e-07
29.591836734693885,41.83673469387756,75,7.676747561157124e-07
29.591836734693885,41.83673469387756,80,7.222713891540392e-07
31.632653061224488,41.83673469387756,10,1.485201582403775e-06
31.632653061224488,41.83673469387756,15,1.4894128301850606e-06
31.632653061224488,41.83673469387756,20,1.434759879614396e-06
31.632653061224488,41.83673469387756,25,1.363680127741531e-06
31.632653061224488,41.83673469387756,30,1.2897057807141063e-06
31.632653061224488,41.83673469387756,35,1.2173001697784644e-06
31.632653061224488,41.83673469387756,40,1.1478606841181202e-06
31.632653061224488,41.83673469387756,45,1.0817569042255737e-06
31.632653061224488,41.83673469387756,50,1.0190339776030337e-06
31.632653061224488,41.83673469387756,55,9.596463441698556e-07
31.632653061224488,41.83673469387756,60,9.03526771659662e-07
31.632653061224488,41.83673469387756,65,8.506007285144972e-07
31.632653061224488,41.83673469387756,70,8.007854459218875e-07
31.632653061224488,41.83673469387756,75,7.539869181649548e-07
31.632653061224488,41.83673469387756,80,7.100985263495027e-07
33.673469387755105,41.83673469387756,10,1.4634864742587833e-06
33.673469387755105,41.83673469387756,15,1.4566871734696574e-06
33.673469387755105,41.83673469387756,20,1.3969086325671922e-06
33.673469387755105,41.83673469387756,25,1.3249638147569913e-06
33.673469387755105,41.83673469387756,30,1.2524738458877659e-06
33.673469387755105,41.83673469387756,35,1.1826548686723664e-06
33.673469387755105,41.83673469387756,40,1.1162145320777178e-06
33.673469387755105,41.83673469387756,45,1.0531652621251304e-06
33.673469387755105,41.83673469387756,50,9.933750914270787e-07
33.673469387755105,41.83673469387756,55,9.367162489668771e-07
33.673469387755105,41.83673469387756,60,8.830892310652774e-07
33.673469387755105,41.83673469387756,65,8.324135854973589e-07
33.673469387755105,41.83673469387756,70,7.846144211517423e-07
33.673469387755105,41.83673469387756,75,7.396125732834778e-07
33.673469387755105,41.83673469387756,80,6.973194156650484e-07
35.71428571428572,41.83673469387756,10,1.4351654370142286e-06
35.71428571428572,41.83673469387756,15,1.4166658532015994e-06
35.71428571428572,41.83673469387756,20,1.3528466471356548e-06
35.71428571428572,41.83673469387756,25,1.2814292198278999e-06
35.71428571428572,41.83673469387756,30,1.211591153775467e-06
35.71428571428572,41.83673469387756,35,1.1452267485172056e-06
35.71428571428572,41.83673469387756,40,1.0824078480961068e-06
35.71428571428572,41.83673469387756,45,1.0228578637509768e-06
35.71428571428572,41.83673469387756,50,9.663222048263942e-07
35.71428571428572,41.83673469387756,55,9.12629527994988e-07
35.71428571428572,41.83673469387756,60,8.616743263953728e-07
35.71428571428572,41.83673469387756,65,8.133878435704603e-07
35.71428571428572,41.83673469387756,70,7.677148666363855e-07
35.71428571428572,41.83673469387756,75,7.245990179029511e-07
35.71428571428572,41.83673469387756,80,6.839750640967045e-07
37.755102040816325,41.83673469387756,10,1.3978059883867545e-06
37.755102040816325,41.83673469387756,15,1.367804249253178e-06
37.755102040816325,41.83673469387756,20,1.301904512933819e-06
37.755102040816325,41.83673469387756,25,1.2328781397025813e-06
37.755102040816325,41.83673469387756,30,1.1670661673978615e-06
37.755102040816325,41.83673469387756,35,1.1051029902631796e-06
37.755102040816325,41.83673469387756,40,1.0465507049383333e-06
37.755102040816325,41.83673469387756,45,9.909447348954347e-07
37.755102040816325,41.83673469387756,50,9.37976643299735e-07
37.755102040816325,41.83673469387756,55,8.874762124948507e-07
37.755102040816325,41.83673469387756,60,8.393606937435706e-07
37.755102040816325,41.83673469387756,65,7.935915995268104e-07
37.755102040816325,41.83673469387756,70,7.501454962918729e-07
37.755102040816325,41.83673469387756,75,7.08996766342893e-07
37.755102040816325,41.83673469387756,80,6.701088890298969e-07
39.79591836734694,41.83673469387756,10,1.3480989107750018e-06
39.79591836734694,41.83673469387756,15,1.3084878096493935e-06
39.79591836734694,41.83673469387756,20,1.2435776591618987e-06
39.79591836734694,41.83673469387756,25,1.1792708453513386e-06
39.79591836734694,41.83673469387756,30,1.1190182995252153e-06
39.79591836734694,41.83673469387756,35,1.0624424768148418e-06
39.79591836734694,41.83673469387756,40,1.008798765691688e-06
39.79591836734694,41.83673469387756,45,9.575650701837347e-07
39.79591836734694,41.83673469387756,50,9.084586734080647e-07
39.79591836734694,41.83673469387756,55,8.613588606043434e-07
39.79591836734694,41.83673469387756,60,8.16235421686538e-07
39.79591836734694,41.83673469387756,65,7.730987762051823e-07
39.79591836734694,41.83673469387756,70,7.319691311492642e-07
39.79591836734694,41.83673469387756,75,6.928592975134813e-07
39.79591836734694,41.83673469387756,80,6.55766500747039e-07
41.83673469387756,41.83673469387756,10,1.2818143412855505e-06
41.83673469387756,41.83673469387756,15,1.2372989793940192e-06
41.83673469387756,41.83673469387756,20,1.177673317545362e-06
41.83673469387756,41.83673469387756,25,1.1207844300782184e-06
41.83673469387756,41.83673469387756,30,1.0676986472567923e-06
41.83673469387756,41.83673469387756,35,1.0174824472914646e-06
41.83673469387756,41.83673469387756,40,9.6935490930129e-07
41.83673469387756,41.83673469387756,45,9.228871597350226e-07
41.83673469387756,41.83673469387756,50,8.779069347315997e-07
41.83673469387756,41.83673469387756,55,8.343919162603733e-07
41.83673469387756,41.83673469387756,60,7.92393471483581e-07
41.83673469387756,41.83673469387756,65,7.519886349434921e-07
41.83673469387756,41.83673469387756,70,7.132523002079896e-07
41.83673469387756,41.83673469387756,75,6.762427307514305e-07
41.83673469387756,41.83673469387756,80,6.409954390973393e-07
43.87755102040816,41.83673469387756,10,1.1942739673848732e-06
43.87755102040816,41.83673469387756,15,1.1534750374942706e-06
43.87755102040816,41.83673469387756,20,1.104477649857134e-06
43.87755102040816,41.83673469387756,25,1.0578628536187223e-06
43.87755102040816,41.83673469387756,30,1.0135028502631758e-06
43.87755102040816,41.83673469387756,35,9.705403762308074e-07
43.87755102040816,41.83673469387756,40,9.284681902502785e-07
43.87755102040816,41.83673469387756,45,8.8710683641943e-07
43.87755102040816,41.83673469387756,50,8.464770363201941e-07
43.87755102040816,41.83673469387756,55,8.067005846132372e-07
43.87755102040816,41.83673469387756,60,7.679368104834124e-07
43.87755102040816,41.83673469387756,65,7.303451140184862e-07
43.87755102040816,41.83673469387756,70,6.940647335958767e-07
43.87755102040816,41.83673469387756,75,6.592054338679187e-07
43.87755102040816,41.83673469387756,80,6.258448668629417e-07
45.91836734693878,41.83673469387756,10,1.081991678352547e-06
45.91836734693878,41.83673469387756,15,1.057519442220604e-06
45.91836734693878,41.83673469387756,20,1.0249010785085954e-06
45.91836734693878,41.83673469387756,25,9.912440005447507e-07
45.91836734693878,41.83673469387756,30,9.569716118831188e-07
45.91836734693878,41.83673469387756,35,9.220097584464665e-07
45.91836734693878,41.83673469387756,40,8.864297551207137e-07
45.91836734693878,41.83673469387756,45,8.504443492277611e-07
45.91836734693878,41.83673469387756,50,8.14339305862557e-07
45.91836734693878,41.83673469387756,55,7.784192335656916e-07
45.91836734693878,41.83673469387756,60,7.42973271387025e-07
45.91836734693878,41.83673469387756,65,7.082560038688845e-07
45.91836734693878,41.83673469387756,70,6.744787562214668e-07
45.91836734693878,41.83673469387756,75,6.41807569336762e-07
45.91836734693878,41.83673469387756,80,6.103652240567744e-07
47.9591836734694,41.83673469387756,10,9.458821764728429e-07
47.9591836734694,41.83673469387756,15,9.517554006512125e-07
47.9591836734694,41.83673469387756,20,9.405390182088113e-07
47.9591836734694,41.83673469387756,25,9.219490639343837e-07
47.9591836734694,41.83673469387756,30,8.98775573350983e-07
47.9591836734694,41.83673469387756,35,8.723491200875157e-07
47.9591836734694,41.83673469387756,40,8.435656378636498e-07
47.9591836734694,41.83673469387756,45,8.131397060246452e-07
47.9591836734694,41.83673469387756,50,7.816757449054477e-07
47.9591836734694,41.83673469387756,55,7.496893630117633e-07
47.9591836734694,41.83673469387756,60,7.176151663567334e-07
47.9591836734694,41.83673469387756,65,6.858119785953174e-07
47.9591836734694,41.83673469387756,70,6.545685948943615e-07
47.9591836734694,41.83673469387756,75,6.241105872900686e-07
47.9591836734694,41.83673469387756,80,5.946078489862857e-07
50.0,41.83673469387756,10,7.944937692480115e-07
50.0,41.83673469387756,15,8.404362907846072e-07
50.0,41.83673469387756,20,8.535880493772692e-07
50.0,41.83673469387756,25,8.512255549397791e-07
50.0,41.83673469387756,30,8.396837266670873e-07
50.0,41.83673469387756,35,8.220645232812084e-07
50.0,41.83673469387756,40,8.002267262158377e-07
50.0,41.83673469387756,45,7.754466826163974e-07
50.0,41.83673469387756,50,7.486763111876573e-07
50.0,41.83673469387756,55,7.20657215009951e-07
50.0,41.83673469387756,60,6.919777005774221e-07
50.0,41.83673469387756,65,6.631055113110249e-07
50.0,41.83673469387756,70,6.344096162652617e-07
50.0,41.83673469387756,75,6.061766764346581e-07
50.0,41.83673469387756,80,5.786245733408352e-07
-50.0,43.87755102040816,10,6.173067197981244e-07
-50.0,43.87755102040816,15,7.148942819873434e-07
-50.0,43.87755102040816,20,7.579560227416983e-07
-50.0,43.87755102040816,25,7.748456012359222e-07
-50.0,43.87755102040816,30,7.767783359773793e-07
-50.0,43.87755102040816,35,7.691843246896741e-07
-50.0,43.87755102040816,40,7.55144252151666e-07
-50.0,43.87755102040816,45,7.366287551340834e-07
-50.0,43.87755102040816,50,7.150110022616858e-07
-50.0,43.87755102040816,55,6.913030174394645e-07
-50.0,43.87755102040816,60,6.662756542958803e-07
-50.0,43.87755102040816,65,6.405256145104806e-07
-50.0,43.87755102040816,70,6.145167524001529e-07
-50.0,43.87755102040816,75,5.886080648054787e-07
-50.0,43.87755102040816,80,5.630742482892258e-07
-47.95918367346939,43.87755102040816,10,7.254686891691612e-07
-47.95918367346939,43.87755102040816,15,8.050006336002767e-07
-47.95918367346939,43.87755102040816,20,8.325623285470989e-07
-47.95918367346939,43.87755102040816,25,8.375733333443642e-07
-47.95918367346939,43.87755102040816,30,8.303139340894208e-07
-47.95918367346939,43.87755102040816,35,8.154167109381281e-07
-47.95918367346939,43.87755102040816,40,7.954244818552832e-07
-47.95918367346939,43.87755102040816,45,7.719543051095879e-07
-47.95918367346939,43.87755102040816,50,7.461432675162205e-07
-47.95918367346939,43.87755102040816,55,7.188413641455725e-07
-47.95918367346939,43.87755102040816,60,6.907046540726077e-07
-47.95918367346939,43.87755102040816,65,6.622457636385333e-07
-47.95918367346939,43.87755102040816,70,6.338649141121351e-07
-47.95918367346939,43.87755102040816,75,6.058714287158172e-07
-47.95918367346939,43.87755102040816,80,5.785001405997954e-07
-45.91836734693877,43.87755102040816,10,8.241533534919659e-07
-45.91836734693877,43.87755102040816,15,8.909720362912394e-07
-45.91836734693877,43.87755102040816,20,9.050675853469196e-07
-45.91836734693877,43.87755102040816,25,8.990813633680659e-07
-45.91836734693877,43.87755102040816,30,8.830580700690988e-07
-45.91836734693877,43.87755102040816,35,8.610837974756993e-07
-45.91836734693877,43.87755102040816,40,8.35266257787339e-07
-45.91836734693877,43.87755102040816,45,8.069159499136007e-07
-45.91836734693877,43.87755102040816,50,7.769573758071401e-07
-45.91836734693877,43.87755102040816,55,7.460910561158097e-07
-45.91836734693877,43.87755102040816,60,7.148652877997571e-07
-45.91836734693877,43.87755102040816,65,6.8371267613972e-07
-45.91836734693877,43.87755102040816,70,6.529721720866785e-07
-45.91836734693877,43.87755102040816,75,6.229047911481658e-07
-45.91836734693877,43.87755102040816,80,5.937062685470059e-07
-43.87755102040816,43.87755102040816,10,9.076124310206843e-07
-43.87755102040816,43.87755102040816,15,9.695806088736804e-07
-43.87755102040816,43.87755102040816,20,9.736799689154688e-07
-43.87755102040816,43.87755102040816,25,9.583061997073961e-07
-43.87755102040816,43.87755102040816,30,9.343357756031405e-07
-43.87755102040816,43.87755102040816,35,9.057321322935301e-07
-43.87755102040816,43.87755102040816,40,8.743503022112381e-07
-43.87755102040816,43.87755102040816,45,8.412800159083289e-07
-43.87755102040816,43.87755102040816,50,8.072767555952624e-07
-43.87755102040816,43.87755102040816,55,7.729151085739979e-07
-43.87755102040816,43.87755102040816,60,7.386489554723053e-07
-43.87755102040816,43.87755102040816,65,7.04838715726701e-07
-43.87755102040816,43.87755102040816,70,6.71766778902784e-07
-43.87755102040816,43.87755102040816,75,6.396487206741457e-07
-43.87755102040816,43.87755102040816,80,6.086429327567579e-07
-41.83673469387755,43.87755102040816,10,9.746025599424794e-07
-41.83673469387755,43.87755102040816,15,1.038960111342212e-06
-41.83673469387755,43.87755102040816,20,1.0370737359311068e-06
-41.83673469387755,43.87755102040816,25,1.0143698920403027e-06
-41.83673469387755,43.87755102040816,30,9.835556775128643e-07
-41.83673469387755,43.87755102040816,35,9.489496841058038e-07
-41.83673469387755,43.87755102040816,40,9.123793844729072e-07
-41.83673469387755,43.87755102040816,45,8.748252062001145e-07
-41.83673469387755,43.87755102040816,50,8.369320610377961e-07
-41.83673469387755,43.87755102040816,55,7.991808786169255e-07
-41.83673469387755,43.87755102040816,60,7.619497238419344e-07
-41.83673469387755,43.87755102040816,65,7.255379143414068e-07
-41.83673469387755,43.87755102040816,70,6.901780501583592e-07
-41.83673469387755,43.87755102040816,75,6.56044478746485e-07
-41.83673469387755,43.87755102040816,80,6.232608997350445e-07
-39.79591836734694,43.87755102040816,10,1.026809365980167e-06
-39.79591836734694,43.87755102040816,15,1.0985696353015389e-06
-39.79591836734694,43.87755102040816,20,1.0944610572734622e-06
-39.79591836734694,43.87755102040816,25,1.0666282337499332e-06
-39.79591836734694,43.87755102040816,30,1.0302372530117725e-06
-39.79591836734694,43.87755102040816,35,9.90381227755687e-07
-39.79591836734694,43.87755102040816,40,9.490872828992935e-07
-39.79591836734694,43.87755102040816,45,9.073480195199259e-07
-39.79591836734694,43.87755102040816,50,8.657645696266328e-07
-39.79591836734694,43.87755102040816,55,8.247622683354774e-07
-39.79591836734694,43.87755102040816,60,7.846657998027771e-07
-39.79591836734694,43.87755102040816,65,7.457269860443721e-07
-39.79591836734694,43.87755102040816,70,7.081370808930155e-07
-39.79591836734694,43.87755102040816,75,6.720345385285384e-07
-39.79591836734694,43.87755102040816,80,6.375117862110232e-07
-37.755102040816325,43.87755102040816,10,1.0669964781365197e-06
-37.755102040816325,43.87755102040816,15,1.1488357962349015e-06
-37.755102040816325,43.87755102040816,20,1.1455532818666239e-06
-37.755102040816325,43.87755102040816,25,1.1146816659469513e-06
-37.755102040816325,43.87755102040816,30,1.0740243488638512e-06
-37.755102040816325,43.87755102040816,35,1.029738151555328e-06
-37.755102040816325,43.87755102040816,40,9.842452714556665e-07
-37.755102040816325,43.87755102040816,45,9.386669835306847e-07
-37.755102040816325,43.87755102040816,50,8.936289741495304e-07
-37.755102040816325,43.87755102040816,55,8.495416014753229e-07
-37.755102040816325,43.87755102040816,60,8.067008199592331e-07
-37.755102040816325,43.87755102040816,65,7.653262337370332e-07
-37.755102040816325,43.87755102040816,70,7.255773978337571e-07
-37.755102040816325,43.87755102040816,75,6.875630645142452e-07
-37.755102040816325,43.87755102040816,80,6.513484191841282e-07
-35.714285714285715,43.87755102040816,10,1.0978939021355746e-06
-35.714285714285715,43.87755102040816,15,1.190727271714004e-06
-35.714285714285715,43.87755102040816,20,1.1904542637307477e-06
-35.714285714285715,43.87755102040816,25,1.158355313318396e-06
-35.714285714285715,43.87755102040816,30,1.1146855207808175e-06
-35.714285714285715,43.87755102040816,35,1.0668024254286267e-06
-35.714285714285715,43.87755102040816,40,1.0176658657878558e-06
-35.714285714285715,43.87755102040816,45,9.686255243389512e-07
-35.714285714285715,43.87755102040816,50,9.20395458835509e-07
-35.714285714285715,43.87755102040816,55,8.73411106591757e-07
-35.714285714285715,43.87755102040816,60,8.279649152817214e-07
-35.714285714285715,43.87755102040816,65,7.8426032317173e-07
-35.714285714285715,43.87755102040816,70,7.424355313069307e-07
-35.714285714285715,43.87755102040816,75,7.025763425403906e-07
-35.714285714285715,43.87755102040816,80,6.647251648573987e-07
-33.673469387755105,43.87755102040816,10,1.1217722092517559e-06
-33.673469387755105,43.87755102040816,15,1.225416139634494e-06
-33.673469387755105,43.87755102040816,20,1.2295325205677165e-06
-33.673469387755105,43.87755102040816,25,1.1976595423473443e-06
-33.673469387755105,43.87755102040816,30,1.1521038309418268e-06
-33.673469387755105,43.87755102040816,35,1.1014252744185068e-06
-33.673469387755105,43.87755102040816,40,1.049203884462174e-06
-33.673469387755105,43.87755102040816,45,9.970934292229174e-07
-33.673469387755105,43.87755102040816,50,9.459510099367814e-07
-33.673469387755105,43.87755102040816,55,8.962739681750563e-07
-33.673469387755105,43.87755102040816,60,8.483755239565529e-07
-33.673469387755105,43.87755102040816,65,8.02458906106319e-07
-33.673469387755105,43.87755102040816,70,7.586514946917827e-07
-33.673469387755105,43.87755102040816,75,7.170231520618843e-07
-33.673469387755105,43.87755102040816,80,6.775982209614664e-07
-31.632653061224488,43.87755102040816,10,1.140380773528159e-06
-31.632653061224488,43.87755102040816,15,1.2540661272479569e-06
-31.632653061224488,43.87755102040816,20,1.2633051329900951e-06
-31.632653061224488,43.87755102040816,25,1.232742745034687e-06
-31.632653061224488,43.87755102040816,30,1.1862597483641571e-06
-31.632653061224488,43.87755102040816,35,1.13352165621286e-06
-31.632653061224488,43.87755102040816,40,1.078755142832659e-06
-31.632653061224488,43.87755102040816,45,1.0239669815199588e-06
-31.632653061224488,43.87755102040816,50,9.701999692570633e-07
-31.632653061224488,43.87755102040816,55,9.180449361067473e-07
-31.632653061224488,43.87755102040816,60,8.6785794042765e-07
-31.632653061224488,43.87755102040816,65,8.198570824431544e-07
-31.632653061224488,43.87755102040816,70,7.741691637185864e-07
-31.632653061224488,43.87755102040816,75,7.308550751048197e-07
-31.632653061224488,43.87755102040816,80,6.899258684694919e-07
-29.591836734693878,43.87755102040816,10,1.1550216870264011e-06
-29.591836734693878,43.87755102040816,15,1.2777260588691542e-06
-29.591836734693878,43.87755102040816,20,1.292348595060329e-06
-29.591836734693878,43.87755102040816,25,1.2638453596801255e-06
-29.591836734693878,43.87755102040816,30,1.2172107974152548e-06
-29.591836734693878,43.87755102040816,35,1.1630618931622717e-06
-29.591836734693878,43.87755102040816,40,1.1062532680189214e-06
-29.591836734693878,43.87755102040816,45,1.0491679409823037e-06
-29.591836734693878,43.87755102040816,50,9.930638890031872e-07
-29.591836734693878,43.87755102040816,55,9.386505102486459e-07
-29.591836734693878,43.87755102040816,60,8.86345602935876e-07
-29.591836734693878,43.87755102040816,65,8.363956991374046e-07
-29.591836734693878,43.87755102040816,70,7.889365524488291e-07
-29.591836734693878,43.87755102040816,75,7.440267389578149e-07
-29.591836734693878,43.87755102040816,80,7.016686802888378e-07
-27.551020408163264,43.87755102040816,10,1.1666513448123822e-06
-27.551020408163264,43.87755102040816,15,1.297291379438308e-06
-27.551020408163264,43.87755102040816,20,1.3172387059822528e-06
-27.551020408163264,43.87755102040816,25,1.2912604753992135e-06
-27.551020408163264,43.87755102040816,30,1.245070930329927e-06
-27.551020408163264,43.87755102040816,35,1.1900617930807672e-06
-27.551020408163264,43.87755102040816,40,1.1316651975165912e-06
-27.551020408163264,43.87755102040816,45,1.0726416026033988e-06
-27.551020408163264,43.87755102040816,50,1.014480783692819e-06
-27.551020408163264,43.87755102040816,55,9.580287388569988e-07
-27.551020408163264,43.87755102040816,60,9.037801345255067e-07
-27.551020408163264,43.87755102040816,65,8.520214910340963e-07
-27.551020408163264,43.87755102040816,70,8.029059871293337e-07
-27.551020408163264,43.87755102040816,75,7.564959922817616e-07
-27.551020408163264,43.87755102040816,80,7.127896861093229e-07
-25.51020408163265,43.87755102040816,10,1.1759708288248162e-06
-25.51020408163265,43.87755102040816,15,1.3135027410039521e-06
-25.51020408163265,43.87755102040816,20,1.3385148451689097e-06
-25.51020408163265,43.87755102040816,25,1.3153031479436612e-06
-25.51020408163265,43.87755102040816,30,1.2699916517917575e-06
-25.51020408163265,43.87755102040816,35,1.2145723924128242e-06
-25.51020408163265,43.87755102040816,40,1.1549859141143074e-06
-25.51020408163265,43.87755102040816,45,1.0943541917310043e-06
-25.51020408163265,43.87755102040816,50,1.0344038979719109e-06
-25.51020408163265,43.87755102040816,55,9.761286855754005e-07
-25.51020408163265,43.87755102040816,60,9.20111162739688e-07
-25.51020408163265,43.87755102040816,65,8.666870751631884e-07
-25.51020408163265,43.87755102040816,70,8.160341830524244e-07
-25.51020408163265,43.87755102040816,75,7.682240167603076e-07
-25.51020408163265,43.87755102040816,80,7.23254494119203e-07
-23.46938775510204,43.87755102040816,10,1.183496116008935e-06
-23.46938775510204,43.87755102040816,15,1.326961458912946e-06
-23.46938775510204,43.87755102040816,20,1.3566619744472872e-06
-23.46938775510204,43.87755102040816,25,1.336288367087085e-06
-23.46938775510204,43.87755102040816,30,1.2921460007814913e-06
-23.46938775510204,43.87755102040816,35,1.2366701643623342e-06
-23.46938775510204,43.87755102040816,40,1.1762329003568912e-06
-23.46938775510204,43.87755102040816,45,1.1142898482839355e-06
-23.46938775510204,43.87755102040816,50,1.0528001185307482e-06
-23.46938775510204,43.87755102040816,55,9.929096295789343e-07
-23.46938775510204,43.87755102040816,60,9.352959506571986e-07
-23.46938775510204,43.87755102040816,65,8.803508151105189e-07
-23.46938775510204,43.87755102040816,70,8.282822328998731e-07
-23.46938775510204,43.87755102040816,75,7.791753785833613e-07
-23.46938775510204,43.87755102040816,80,7.33031371695792e-07
-21.428571428571427,43.87755102040816,10,1.1896095942389354e-06
-21.428571428571427,43.87755102040816,15,1.3381505199704922e-06
-21.428571428571427,43.87755102040816,20,1.3721042315274228e-06
-21.428571428571427,43.87755102040816,25,1.3545164530429913e-06
-21.428571428571427,43.87755102040816,30,1.3117157637206177e-06
-21.428571428571427,43.87755102040816,35,1.2564482315344785e-06
-21.428571428571427,43.87755102040816,40,1.195440693676843e-06
-21.428571428571427,43.87755102040816,45,1.1324474261143268e-06
-21.428571428571427,43.87755102040816,50,1.0696481559169678e-06
-21.428571428571427,43.87755102040816,55,1.0083400673713517e-06
-21.428571428571427,43.87755102040816,60,9.492988764504252e-07
-21.428571428571427,43.87755102040816,65,8.929765757327713e-07
-21.428571428571427,43.87755102040816,70,8.39615517684743e-07
-21.428571428571427,43.87755102040816,75,7.893180258641729e-07
-21.428571428571427,43.87755102040816,80,7.420912883907704e-07
