h,k,d,F
25.51020408163265,-33.673469387755105,10,2.908593321089257e-06
25.51020408163265,-33.673469387755105,15,2.517054499703957e-06
25.51020408163265,-33.673469387755105,20,2.230675514443106e-06
25.51020408163265,-33.673469387755105,25,2.0049976630735694e-06
25.51020408163265,-33.673469387755105,30,1.8186864714358357e-06
25.51020408163265,-33.673469387755105,35,1.6601684969011832e-06
25.51020408163265,-33.673469387755105,40,1.522410475162472e-06
25.51020408163265,-33.673469387755105,45,1.4008411134531185e-06
25.51020408163265,-33.673469387755105,50,1.2923616235575918e-06
25.51020408163265,-33.673469387755105,55,1.1947959099587272e-06
25.51020408163265,-33.673469387755105,60,1.106558687122921e-06
25.51020408163265,-33.673469387755105,65,1.0264486000606555e-06
25.51020408163265,-33.673469387755105,70,9.535181985101181e-07
25.51020408163265,-33.673469387755105,75,8.869922385975122e-07
25.51020408163265,-33.673469387755105,80,8.262164086250554e-07
27.551020408163268,-33.673469387755105,10,2.893397560039213e-06
27.551020408163268,-33.673469387755105,15,2.4915708248051193e-06
27.551020408163268,-33.673469387755105,20,2.1985038692946164e-06
27.551020408163268,-33.673469387755105,25,1.9699597696465104e-06
27.551020408163268,-33.673469387755105,30,1.7835568014824556e-06
27.551020408163268,-33.673469387755105,35,1.626614351687063e-06
27.551020408163268,-33.673469387755105,40,1.4912931959632647e-06
27.551020408163268,-33.673469387755105,45,1.3725134602576053e-06
27.551020408163268,-33.673469387755105,50,1.266878786470214e-06
27.551020408163268,-33.673469387755105,55,1.1720491342750571e-06
27.551020408163268,-33.673469387755105,60,1.086355921576514e-06
27.551020408163268,-33.673469387755105,65,1.0085619892371491e-06
27.551020408163268,-33.673469387755105,70,9.377114752896956e-07
27.551020408163268,-33.673469387755105,75,8.730360403725502e-07
27.551020408163268,-33.673469387755105,80,8.138963488646276e-07
29.591836734693885,-33.673469387755105,10,2.8737985350426106e-06
29.591836734693885,-33.673469387755105,15,2.460043430005469e-06
29.591836734693885,-33.673469387755105,20,2.160194141509792e-06
29.591836734693885,-33.673469387755105,25,1.9295069538042883e-06
29.591836734693885,-33.673469387755105,30,1.743941196866494e-06
29.591836734693885,-33.673469387755105,35,1.5894278504560144e-06
29.591836734693885,-33.673469387755105,40,1.4572417161920011e-06
29.591836734693885,-33.673469387755105,45,1.3417975257267378e-06
29.591836734693885,-33.673469387755105,50,1.2394289927875395e-06
29.591836734693885,-33.673469387755105,55,1.1476615195088958e-06
29.591836734693885,-33.673469387755105,60,1.064767559546361e-06
29.591836734693885,-33.673469387755105,65,9.894925443157407e-07
29.591836734693885,-33.673469387755105,70,9.208855799457147e-07
29.591836734693885,-33.673469387755105,75,8.581948238607414e-07
29.591836734693885,-33.673469387755105,80,8.008027858717237e-07
31.632653061224488,-33.673469387755105,10,2.8481690291838687e-06
31.632653061224488,-33.673469387755105,15,2.4208577287994834e-06
31.632653061224488,-33.673469387755105,20,2.1146357524681527e-06
31.632653061224488,-33.673469387755105,25,1.8830149451619787e-06
31.632653061224488,-33.673469387755105,30,1.699539409248687e-06
31.632653061224488,-33.673469387755105,35,1.5484945314233225e-06
31.632653061224488,-33.673469387755105,40,1.4202398186128268e-06
31.632653061224488,-33.673469387755105,45,1.3087255812116373e-06
31.632653061224488,-33.673469387755105,50,1.2100660180861859e-06
31.632653061224488,-33.673469387755105,55,1.1216940921163257e-06
31.632653061224488,-33.673469387755105,60,1.041854556025114e-06
31.632653061224488,-33.673469387755105,65,9.692975721788775e-07
31.632653061224488,-33.673469387755105,70,9.030926141654376e-07
31.632653061224488,-33.673469387755105,75,8.425150097455776e-07
31.632653061224488,-33.673469387755105,80,7.869765499398145e-07
33.673469387755105,-33.673469387755105,10,2.81413752615981e-06
33.673469387755105,-33.673469387755105,15,2.3719568344090778e-06
33.673469387755105,-33.673469387755105,20,2.0605883125730925e-06
33.673469387755105,-33.673469387755105,25,1.8298731816256133e-06
33.673469387755105,-33.673469387755105,30,1.650104079299036e-06
33.673469387755105,-33.673469387755105,35,1.5037521762164115e-06
33.673469387755105,-33.673469387755105,40,1.3803126161766468e-06
33.673469387755105,-33.673469387755105,45,1.2733601473909558e-06
33.673469387755105,-33.673469387755105,50,1.1788651516512395e-06
33.673469387755105,-33.673469387755105,55,1.0942230800583516e-06
33.673469387755105,-33.673469387755105,60,1.0176886630240255e-06
33.673469387755105,-33.673469387755105,65,9.480421410850385e-07
33.673469387755105,-33.673469387755105,70,8.843903500894807e-07
33.673469387755105,-33.673469387755105,75,8.260472397053583e-07
33.673469387755105,-33.673469387755105,80,7.724616763223179e-07
35.71428571428572,-33.673469387755105,10,2.768217875547228e-06
35.71428571428572,-33.673469387755105,15,2.310782315732217e-06
35.71428571428572,-33.673469387755105,20,1.9967388722263194e-06
35.71428571428572,-33.673469387755105,25,1.7695405457268228e-06
35.71428571428572,-33.673469387755105,30,1.5954745571795423e-06
35.71428571428572,-33.673469387755105,35,1.4552086070928639e-06
35.71428571428572,-33.673469387755105,40,1.337535408235749e-06
35.71428571428572,-33.673469387755105,45,1.2357982739795295e-06
35.71428571428572,-33.673469387755105,50,1.1459252002608909e-06
35.71428571428572,-33.673469387755105,55,1.0653407937367961e-06
35.71428571428572,-33.673469387755105,60,9.92352758578172e-07
35.71428571428572,-33.673469387755105,65,9.257991414256522e-07
35.71428571428572,-33.673469387755105,70,8.648421650609925e-07
35.71428571428572,-33.673469387755105,75,8.088462570573412e-07
35.71428571428572,-33.673469387755105,80,7.57305268149718e-07
37.755102040816325,-33.673469387755105,10,2.7052862904952815e-06
37.755102040816325,-33.673469387755105,15,2.234286506547938e-06
37.755102040816325,-33.673469387755105,20,1.9218157564780675e-06
37.755102040816325,-33.673469387755105,25,1.701621572645061e-06
37.755102040816325,-33.673469387755105,30,1.5356153872380963e-06
37.755102040816325,-33.673469387755105,35,1.4029594061902236e-06
37.755102040816325,-33.673469387755105,40,1.2920415096046924e-06
37.755102040816325,-33.673469387755105,45,1.1961748673897644e-06
37.755102040816325,-33.673469387755105,50,1.1113697963285103e-06
37.755102040816325,-33.673469387755105,55,1.035156036393936e-06
37.755102040816325,-33.673469387755105,60,9.659408664558966e-07
37.755102040816325,-33.673469387755105,65,9.026491450021239e-07
37.755102040816325,-33.673469387755105,70,8.445168451296376e-07
37.755102040816325,-33.673469387755105,75,7.909707015093438e-07
37.755102040816325,-33.673469387755105,80,7.415573027149295e-07
39.79591836734694,-33.673469387755105,10,2.6179438159996973e-06
39.79591836734694,-33.673469387755105,15,2.139110973552633e-06
39.79591836734694,-33.673469387755105,20,1.8347773483163433e-06
39.79591836734694,-33.673469387755105,25,1.625960614467097e-06
39.79591836734694,-33.673469387755105,30,1.470655934535536e-06
39.79591836734694,-33.673469387755105,35,1.3472035708119923e-06
39.79591836734694,-33.673469387755105,40,1.2440281086561987e-06
39.79591836734694,-33.673469387755105,45,1.154664639250052e-06
39.79591836734694,-33.673469387755105,50,1.0753478190667392e-06
39.79591836734694,-33.673469387755105,55,1.0037939579959564e-06
39.79591836734694,-33.673469387755105,60,9.38557827745608e-07
39.79591836734694,-33.673469387755105,65,8.786800453109548e-07
39.79591836734694,-33.673469387755105,70,8.234882495434423e-07
39.79591836734694,-33.673469387755105,75,7.724828147483875e-07
39.79591836734694,-33.673469387755105,80,7.252703799370821e-07
41.83673469387756,-33.673469387755105,10,2.4960520136573387e-06
41.83673469387756,-33.673469387755105,15,2.022071490752945e-06
41.83673469387756,-33.673469387755105,20,1.7350810962395735e-06
41.83673469387756,-33.673469387755105,25,1.5427442755899562e-06
41.83673469387756,-33.673469387755105,30,1.4009255366115359e-06
41.83673469387756,-33.673469387755105,35,1.2882546623374485e-06
41.83673469387756,-33.673469387755105,40,1.19375916313969e-06
41.83673469387756,-33.673469387755105,45,1.1114822790177437e-06
41.83673469387756,-33.673469387755105,50,1.0380327700753016e-06
41.83673469387756,-33.673469387755105,55,9.713952896695896e-07
41.83673469387756,-33.673469387755105,60,9.103186000865628e-07
41.83673469387756,-33.673469387755105,65,8.539864702623282e-07
41.83673469387756,-33.673469387755105,70,8.018348338970349e-07
41.83673469387756,-33.673469387755105,75,7.53448056915593e-07
41.83673469387756,-33.673469387755105,80,7.084994138623579e-07
43.87755102040816,-33.673469387755105,10,2.327371452785197e-06
43.87755102040816,-33.673469387755105,15,1.8810853934979462e-06
43.87755102040816,-33.673469387755105,20,1.6230057460348264e-06
43.87755102040816,-33.673469387755105,25,1.4525933936286273e-06
43.87755102040816,-33.673469387755105,30,1.3269768808997344e-06
43.87755102040816,-33.673469387755105,35,1.226544875813608e-06
43.87755102040816,-33.673469387755105,40,1.1415644420168767e-06
43.87755102040816,-33.673469387755105,45,1.0668805437185977e-06
43.87755102040816,-33.673469387755105,50,9.996210010520703e-07
43.87755102040816,-33.673469387755105,55,9.381149282072099e-07
43.87755102040816,-33.673469387755105,60,8.813471786872091e-07
43.87755102040816,-33.673469387755105,65,8.286689692369098e-07
43.87755102040816,-33.673469387755105,70,7.796390356777007e-07
43.87755102040816,-33.673469387755105,75,7.339346376022933e-07
43.87755102040816,-33.673469387755105,80,6.913012702085334e-07
45.91836734693878,-33.673469387755105,10,2.101259331814037e-06
45.91836734693878,-33.673469387755105,15,1.7165143766089922e-06
45.91836734693878,-33.673469387755105,20,1.499949053277552e-06
45.91836734693878,-33.673469387755105,25,1.356618098783406e-06
45.91836734693878,-33.673469387755105,30,1.2495899130500357e-06
45.91836734693878,-33.673469387755105,35,1.162619835439279e-06
45.91836734693878,-33.673469387755105,40,1.0878340983632215e-06
45.91836734693878,-33.673469387755105,45,1.0211461085467395e-06
45.91836734693878,-33.673469387755105,50,9.603287688611046e-07
45.91836734693878,-33.673469387755105,55,9.041198801212213e-07
45.91836734693878,-33.673469387755105,60,8.517751543299882e-07
45.91836734693878,-33.673469387755105,65,8.02832987796771e-07
45.91836734693878,-33.673469387755105,70,7.56986532315524e-07
45.91836734693878,-33.673469387755105,75,7.140129686463411e-07
45.91836734693878,-33.673469387755105,80,6.73734355107274e-07
47.9591836734694,-33.673469387755105,10,1.81724081657776e-06
47.9591836734694,-33.673469387755105,15,1.5324881262875491e-06
47.9591836734694,-33.673469387755105,20,1.368574955354283e-06
47.9591836734694,-33.673469387755105,25,1.2564082303751936e-06
47.9591836734694,-33.673469387755105,30,1.1697503073383603e-06
47.9591836734694,-33.673469387755105,35,1.0971229019889283e-06
47.9591836734694,-33.673469387755105,40,1.0330086065833793e-06
47.9591836734694,-33.673469387755105,45,9.745932227953126e-07
47.9591836734694,-33.673469387755105,50,9.203881855412852e-07
47.9591836734694,-33.673469387755105,55,8.695866189637361e-07
47.9591836734694,-33.673469387755105,60,8.217399456838777e-07
47.9591836734694,-33.673469387755105,65,7.765876549007627e-07
47.9591836734694,-33.673469387755105,70,7.339653880977379e-07
47.9591836734694,-33.673469387755105,75,6.937550495216798e-07
47.9591836734694,-33.673469387755105,80,6.558581622246044e-07
50.0,-33.673469387755105,10,1.4948970272978399e-06
50.0,-33.673469387755105,15,1.3373061565763614e-06
50.0,-33.673469387755105,20,1.2326820280452863e-06
50.0,-33.673469387755105,25,1.1539414627260662e-06
50.0,-33.673469387755105,30,1.0886006667958272e-06
50.0,-33.673469387755105,35,1.0307692856777617e-06
50.0,-33.673469387755105,40,9.775644643027347e-07
50.0,-33.673469387755105,45,9.275554425586984e-07
50.0,-33.673469387755105,50,8.800422278487024e-07
50.0,-33.673469387755105,55,8.34697953758729e-07
50.0,-33.673469387755105,60,7.913827644975247e-07
50.0,-33.673469387755105,65,7.500444182483274e-07
50.0,-33.673469387755105,70,7.106651120196078e-07
50.0,-33.673469387755105,75,6.732337992651159e-07
50.0,-33.673469387755105,80,6.377327872421412e-07
-50.0,-31.632653061224488,10,1.5994841279233102e-06
-50.0,-31.632653061224488,15,1.4328682918656388e-06
-50.0,-31.632653061224488,20,1.3134978444623275e-06
-50.0,-31.632653061224488,25,1.2217365846867223e-06
-50.0,-31.632653061224488,30,1.1458011952699406e-06
-50.0,-31.632653061224488,35,1.0793953756884792e-06
-50.0,-31.632653061224488,40,1.0191763743284952e-06
-50.0,-31.632653061224488,45,9.63357105255154e-07
-50.0,-31.632653061224488,50,9.10978816113723e-07
-50.0,-31.632653061224488,55,8.615263872753763e-07
-50.0,-31.632653061224488,60,8.147198881861355e-07
-50.0,-31.632653061224488,65,7.703999277122189e-07
-50.0,-31.632653061224488,70,7.284645680704753e-07
-50.0,-31.632653061224488,75,6.888352368659139e-07
-50.0,-31.632653061224488,80,6.514391158369246e-07
-47.95918367346939,-31.632653061224488,10,1.943482765013977e-06
-47.95918367346939,-31.632653061224488,15,1.6429134889770313e-06
-47.95918367346939,-31.632653061224488,20,1.459353554712159e-06
-47.95918367346939,-31.632653061224488,25,1.3311190754255236e-06
-47.95918367346939,-31.632653061224488,30,1.2319370088309863e-06
-47.95918367346939,-31.632653061224488,35,1.1494589488132636e-06
-47.95918367346939,-31.632653061224488,40,1.0774496849150053e-06
-47.95918367346939,-31.632653061224488,45,1.0125937758432446e-06
-47.95918367346939,-31.632653061224488,50,9.530592076934329e-07
-47.95918367346939,-31.632653061224488,55,8.977991253207984e-07
-47.95918367346939,-31.632653061224488,60,8.461919082076473e-07
-47.95918367346939,-31.632653061224488,65,7.978480481522575e-07
-47.95918367346939,-31.632653061224488,70,7.525040636489968e-07
-47.95918367346939,-31.632653061224488,75,7.099637379954008e-07
-47.95918367346939,-31.632653061224488,80,6.700657857669072e-07
-45.91836734693877,-31.632653061224488,10,2.2470177461913477e-06
-45.91836734693877,-31.632653061224488,15,1.8409590499998403e-06
-45.91836734693877,-31.632653061224488,20,1.6003334822381146e-06
-45.91836734693877,-31.632653061224488,25,1.4380748144190759e-06
-45.91836734693877,-31.632653061224488,30,1.316672759375693e-06
-45.91836734693877,-31.632653061224488,35,1.2186134569864734e-06
-45.91836734693877,-31.632653061224488,40,1.1350712679834986e-06
-45.91836734693877,-31.632653061224488,45,1.0613230851897446e-06
-45.91836734693877,-31.632653061224488,50,9.94717947550384e-07
-45.91836734693877,-31.632653061224488,55,9.337039946049804e-07
-45.91836734693877,-31.632653061224488,60,8.773319673746935e-07
-45.91836734693877,-31.632653061224488,65,8.249899732724678e-07
-45.91836734693877,-31.632653061224488,70,7.76257362263481e-07
-45.91836734693877,-31.632653061224488,75,7.308227760560719e-07
-45.91836734693877,-31.632653061224488,80,6.884378850343974e-07
-43.87755102040816,-31.632653061224488,10,2.48921649117051e-06
-43.87755102040816,-31.632653061224488,15,2.018062802890839e-06
-43.87755102040816,-31.632653061224488,20,1.732337533900818e-06
-43.87755102040816,-31.632653061224488,25,1.5404754108815564e-06
-43.87755102040816,-31.632653061224488,30,1.3987844581758601e-06
-43.87755102040816,-31.632653061224488,35,1.2860965917457685e-06
-43.87755102040816,-31.632653061224488,40,1.1915357362158642e-06
-43.87755102040816,-31.632653061224488,45,1.1091928796260234e-06
-43.87755102040816,-31.632653061224488,50,1.0356995966478825e-06
-43.87755102040816,-31.632653061224488,55,9.690495504395808e-07
-43.87755102040816,-31.632653061224488,60,9.07992699109298e-07
-43.87755102040816,-31.632653061224488,65,8.517097634083824e-07
-43.87755102040816,-31.632653061224488,70,7.996316102177913e-07
-43.87755102040816,-31.632653061224488,75,7.51336898992779e-07
-43.87755102040816,-31.632653061224488,80,7.064933719068671e-07
-41.83673469387755,-31.632653061224488,10,2.6703090563393166e-06
-41.83673469387755,-31.632653061224488,15,2.1697565188518432e-06
-41.83673469387755,-31.632653061224488,20,1.8524915978469418e-06
-41.83673469387755,-31.632653061224488,25,1.636611611021545e-06
-41.83673469387755,-31.632653061224488,30,1.4772172493242137e-06
-41.83673469387755,-31.632653061224488,35,1.3512231937148086e-06
-41.83673469387755,-31.632653061224488,40,1.246376233319266e-06
-41.83673469387755,-31.632653061224488,45,1.1558715810343732e-06
-41.83673469387755,-31.632653061224488,50,1.075760256139065e-06
-41.83673469387755,-31.632653061224488,55,1.0036510571764298e-06
-41.83673469387755,-31.632653061224488,60,9.380307423266299e-07
-41.83673469387755,-31.632653061224488,65,8.778939208300372e-07
-41.83673469387755,-31.632653061224488,70,8.22535470984677e-07
-41.83673469387755,-31.632653061224488,75,7.714316173872143e-07
-41.83673469387755,-31.632653061224488,80,7.241708325207522e-07
-39.79591836734694,-31.632653061224488,10,2.8013853042531274e-06
-39.79591836734694,-31.632653061224488,15,2.295627519595385e-06
-39.79591836734694,-31.632653061224488,20,1.9592902806426324e-06
-39.79591836734694,-31.632653061224488,25,1.7252924384185388e-06
-39.79591836734694,-31.632653061224488,30,1.5511379015085357e-06
-39.79591836734694,-31.632653061224488,35,1.4134129957303594e-06
-39.79591836734694,-31.632653061224488,40,1.29917969764112e-06
-39.79591836734694,-31.632653061224488,45,1.2010569783285713e-06
-39.79591836734694,-31.632653061224488,50,1.1146728544498781e-06
-39.79591836734694,-31.632653061224488,55,1.0373337940748142e-06
-39.79591836734694,-31.632653061224488,60,9.67308882174362e-07
-39.79591836734694,-31.632653061224488,65,9.03432820763356e-07
-39.79591836734694,-31.632653061224488,70,8.44880110097878e-07
-39.79591836734694,-31.632653061224488,75,7.910341007729681e-07
-39.79591836734694,-31.632653061224488,80,7.414099855111873e-07
-37.755102040816325,-31.632653061224488,10,2.8953784456600474e-06
-37.755102040816325,-31.632653061224488,15,2.397905886551249e-06
-37.755102040816325,-31.632653061224488,20,2.052438305465946e-06
-37.755102040816325,-31.632653061224488,25,1.8058552892608335e-06
-37.755102040816325,-31.632653061224488,30,1.6199578405279433e-06
-37.755102040816325,-31.632653061224488,35,1.4722073863230238e-06
-37.755102040816325,-31.632653061224488,40,1.3495975805809607e-06
-37.755102040816325,-31.632653061224488,45,1.2444829626122358e-06
-37.755102040816325,-31.632653061224488,50,1.1522314324195346e-06
-37.755102040816325,-31.632653061224488,55,1.0699358420739292e-06
-37.755102040816325,-31.632653061224488,60,9.956979080201756e-07
-37.755102040816325,-31.632653061224488,65,9.282219820979915e-07
-37.755102040816325,-31.632653061224488,70,8.665800862630759e-07
-37.755102040816325,-31.632653061224488,75,8.100738177797795e-07
-37.755102040816325,-31.632653061224488,80,7.581521524151562e-07
-35.714285714285715,-31.632653061224488,10,2.96309185055065e-06
-35.714285714285715,-31.632653061224488,15,2.480021517194193e-06
-35.714285714285715,-31.632653061224488,20,2.1325286728306896e-06
-35.714285714285715,-31.632653061224488,25,1.8781060948239567e-06
-35.714285714285715,-31.632653061224488,30,1.6833287231794053e-06
-35.714285714285715,-31.632653061224488,35,1.527274886601971e-06
-35.714285714285715,-31.632653061224488,40,1.3973515937526513e-06
-35.714285714285715,-31.632653061224488,45,1.2859239172356807e-06
-35.714285714285715,-31.632653061224488,50,1.1882542517539426e-06
-35.714285714285715,-31.632653061224488,55,1.10131024785243e-06
-35.714285714285715,-31.632653061224488,60,1.0230781268258144e-06
-35.714285714285715,-31.632653061224488,65,9.521631402552504e-07
-35.714285714285715,-31.632653061224488,70,8.875541254943114e-07
-35.714285714285715,-31.632653061224488,75,8.284831054879111e-07
-35.714285714285715,-31.632653061224488,80,7.743406844538342e-07
-33.673469387755105,-31.632653061224488,10,3.012457567311995e-06
-33.673469387755105,-31.632653061224488,15,2.545601579276863e-06
-33.673469387755105,-31.632653061224488,20,2.2006938204916315e-06
-33.673469387755105,-31.632653061224488,25,1.9422195828577525e-06
-33.673469387755105,-31.632653061224488,30,1.7411170252418908e-06
-33.673469387755105,-31.632653061224488,35,1.5784066595005123e-06
-33.673469387755105,-31.632653061224488,40,1.4422346687595176e-06
-33.673469387755105,-31.632653061224488,45,1.3251967172931847e-06
-33.673469387755105,-31.632653061224488,50,1.2225856557044327e-06
-33.673469387755105,-31.632653061224488,55,1.1313265085575697e-06
-33.673469387755105,-31.632653061224488,60,1.0493404925993978e-06
-33.673469387755105,-31.632653061224488,65,9.751650960874972e-07
-33.673469387755105,-31.632653061224488,70,9.077257611078608e-07
-33.673469387755105,-31.632653061224488,75,8.461976566956057e-07
-33.673469387755105,-31.632653061224488,80,7.899213381930572e-07
-31.632653061224488,-31.632653061224488,10,3.048992056769057e-06
-31.632653061224488,-31.632653061224488,15,2.59794263235776e-06
-31.632653061224488,-31.632653061224488,20,2.2583141388221085e-06
-31.632653061224488,-31.632653061224488,25,1.9986283167227732e-06
-31.632653061224488,-31.632653061224488,30,1.7933659762350274e-06
-31.632653061224488,-31.632653061224488,35,1.6255044259343923e-06
-31.632653061224488,-31.632653061224488,40,1.4841077946749008e-06
-31.632653061224488,-31.632653061224488,45,1.3621605080319577e-06
-31.632653061224488,-31.632653061224488,50,1.2550967094673632e-06
-31.632653061224488,-31.632653061224488,55,1.1598713676610464e-06
-31.632653061224488,-31.632653061224488,60,1.0743873361007235e-06
-31.632653061224488,-31.632653061224488,65,9.971443268875214e-07
-31.632653061224488,-31.632653061224488,70,9.270238290110669e-07
-31.632653061224488,-31.632653061224488,75,8.631569174956764e-07
-31.632653061224488,-31.632653061224488,80,8.048425947104209e-07
-29.591836734693878,-31.632653061224488,10,3.0764591334753947e-06
-29.591836734693878,-31.632653061224488,15,2.639814197741728e-06
-29.591836734693878,-31.632653061224488,20,2.306813344129203e-06
-29.591836734693878,-31.632653061224488,25,2.047920799162467e-06
-29.591836734693878,-31.632653061224488,30,1.840252736327349e-06
-29.591836734693878,-31.632653061224488,35,1.6685635661826866e-06
-29.591836734693878,-31.632653061224488,40,1.5228936944431438e-06
-29.591836734693878,-31.632653061224488,45,1.39671459262716e-06
-29.591836734693878,-31.632653061224488,50,1.2856847304277488e-06
-29.591836734693878,-31.632653061224488,55,1.1868489548838974e-06
-29.591836734693878,-31.632653061224488,60,1.0981327012859014e-06
-29.591836734693878,-31.632653061224488,65,1.0180253576544295e-06
-29.591836734693878,-31.632653061224488,70,9.453828144308229e-07
-29.591836734693878,-31.632653061224488,75,8.793043913965656e-07
-29.591836734693878,-31.632653061224488,80,8.190559191486236e-07
-27.551020408163264,-31.632653061224488,10,3.097423287145116e-06
-27.551020408163264,-31.632653061224488,15,2.6734432978745174e-06
-27.551020408163264,-31.632653061224488,20,2.3475351576704087e-06
-27.551020408163264,-31.632653061224488,25,2.0907591196327675e-06
-27.551020408163264,-31.632653061224488,30,1.882046880473339e-06
-27.551020408163264,-31.632653061224488,35,1.7076540392488344e-06
-27.551020408163264,-31.632653061224488,40,1.558568406604179e-06
-27.551020408163264,-31.632653061224488,45,1.4287948552740641e-06
-27.551020408163264,-31.632653061224488,50,1.3142718782069235e-06
-27.551020408163264,-31.632653061224488,55,1.212180337544452e-06
-27.551020408163264,-31.632653061224488,60,1.1205023144327987e-06
-27.551020408163264,-31.632653061224488,65,1.0377409018167094e-06
-27.551020408163264,-31.632653061224488,70,9.627430526219147e-07
-27.551020408163264,-31.632653061224488,75,8.945878499864196e-07
-27.551020408163264,-31.632653061224488,80,8.325159597891438e-07
-25.51020408163265,-31.632653061224488,10,3.113645311564658e-06
-25.51020408163265,-31.632653061224488,15,2.70057759104305e-06
-25.51020408163265,-31.632653061224488,20,2.3816814308940003e-06
-25.51020408163265,-31.632653061224488,25,2.127818843565716e-06
-25.51020408163265,-31.632653061224488,30,1.919073982407251e-06
-25.51020408163265,-31.632653061224488,35,1.74290125642505e-06
-25.51020408163265,-31.632653061224488,40,1.5911517856908687e-06
-25.51020408163265,-31.632653061224488,45,1.4583691771835476e-06
-25.51020408163265,-31.632653061224488,50,1.3408030090689001e-06
-25.51020408163265,-31.632653061224488,55,1.2358025750679e-06
-25.51020408163265,-31.632653061224488,60,1.141433227301193e-06
-25.51020408163265,-31.632653061224488,65,1.0562317900508688e-06
-25.51020408163265,-31.632653061224488,70,9.790507918236328e-07
-25.51020408163265,-31.632653061224488,75,9.089594536306701e-07
-25.51020408163265,-31.632653061224488,80,8.451806879297873e-07
-23.46938775510204,-31.632653061224488,10,3.1263488338813175e-06
-23.46938775510204,-31.632653061224488,15,2.7225711115142624e-06
-23.46938775510204,-31.632653061224488,20,2.41029056968154e-06
-23.46938775510204,-31.632653061224488,25,2.1597491332804264e-06
-23.46938775510204,-31.632653061224488,30,1.9516860469843043e-06
-23.46938775510204,-31.632653061224488,35,1.7744684048066323e-06
-23.46938775510204,-31.632653061224488,40,1.6206977758164452e-06
-23.46938775510204,-31.632653061224488,45,1.4854322820410447e-06
-23.46938775510204,-31.632653061224488,50,1.3652430100405126e-06
-23.46938775510204,-31.632653061224488,55,1.2576673822841235e-06
-23.46938775510204,-31.632653061224488,60,1.1608731864642193e-06
-23.46938775510204,-31.632653061224488,65,1.0734467131827631e-06
-23.46938775510204,-31.632653061224488,70,9.942581315203095e-07
-23.46938775510204,-31.632653061224488,75,9.223757887588441e-07
-23.46938775510204,-31.632653061224488,80,8.570114817949804e-07
-21.428571428571427,-31.632653061224488,10,3.1363959987349873e-06
-21.428571428571427,-31.632653061224488,15,2.7404668944926787e-06
-21.428571428571427,-31.632653061224488,20,2.4342393568893494e-06
-21.428571428571427,-31.632653061224488,25,2.187149029241685e-06
-21.428571428571427,-31.632653061224488,30,1.980239039337462e-06
-21.428571428571427,-31.632653061224488,35,1.8025410920750178e-06
-21.428571428571427,-31.632653061224488,40,1.6472851019752625e-06
-21.428571428571427,-31.632653061224488,45,1.5100003898970225e-06
-21.428571428571427,-31.632653061224488,50,1.3875738192505278e-06
-21.428571428571427,-31.632653061224488,55,1.2777395113212113e-06
-21.428571428571427,-31.632653061224488,60,1.1787797870519482e-06
-21.428571428571427,-31.632653061224488,65,1.0893418102740132e-06
-21.428571428571427,-31.632653061224488,70,1.0083228527587307e-06
-21.428571428571427,-31.632653061224488,75,9.347978308171207e-07
-21.428571428571427,-31.632653061224488,80,8.679731593883596e-07
-19.387755102040817,-31.632653061224488,10,3.1444028113127496e-06
-19.387755102040817,-31.632653061224488,15,2.7550671198926863e-06
-19.387755102040817,-31.632653061224488,20,2.45425656718629e-06
-19.387755102040817,-31.632653061224488,25,2.210555485986047e-06
-19.387755102040817,-31.632653061224488,30,2.0050768458491207e-06
-19.387755102040817,-31.632653061224488,35,1.8273146693645865e-06
-19.387755102040817,-31.632653061224488,40,1.671008807390283e-06
-19.387755102040817,-31.632653061224488,45,1.5321059810720818e-06
-19.387755102040817,-31.632653061224488,50,1.407791316088564e-06
-19.387755102040817,-31.632653061224488,55,1.2959949580618934e-06
-19.387755102040817,-31.632653061224488,60,1.1951194709930215e-06
-19.387755102040817,-31.632653061224488,65,1.1038801358831532e-06
-19.387755102040817,-31.632653061224488,70,1.0212081598247483e-06
-19.387755102040817,-31.632653061224488,75,9.461908438847629e-07
-19.387755102040817,-31.632653061224488,80,8.780339665475723e-07
-17.346938775510203,-31.632653061224488,10,3.1508152434284554e-06
-17.346938775510203,-31.632653061224488,15,2.7669890944018604e-06
-17.346938775510203,-31.632653061224488,20,2.4709412070099963e-06
-17.346938775510203,-31.632653061224488,25,2.2304393030501107e-06
-17.346938775510203,-31.632653061224488,30,2.026520569250971e-06
-17.346938775510203,-31.632653061224488,35,1.8489842192816355e-06
-17.346938775510203,-31.632653061224488,40,1.6919728729916546e-06
-17.346938775510203,-31.632653061224488,45,1.551792888909412e-06
-17.346938775510203,-31.632653061224488,50,1.4259022336293911e-06
-17.346938775510203,-31.632653061224488,55,1.3124190893875663e-06
-17.346938775510203,-31.632653061224488,60,1.2098664281266232e-06
-17.346938775510203,-31.632653061224488,65,1.117031041378463e-06
-17.346938775510203,-31.632653061224488,70,1.032882354006392e-06
-17.346938775510203,-31.632653061224488,75,9.56524229248118e-07
-17.346938775510203,-31.632653061224488,80,8.871655274662341e-07
-15.306122448979593,-31.632653061224488,10,3.155959926131102e-06
-15.306122448979593,-31.632653061224488,15,2.7767084709559987e-06
-15.306122448979593,-31.632653061224488,20,2.4847813499264833e-06
-15.306122448979593,-31.632653061224488,25,2.2472059424968606e-06
